画像と映像の基礎,"映像（動画）や画像（静止画）の基礎的性質について解説していく。まず色や形の知覚など人間の視覚特性について概説し、統計量などデジタル画像の基本的事項について説明する。続いて、高能率符号化とその要素技術について解説する。また、デジタルデータとして映像や画像を扱うシステムについて述べ、実用化されてきた方式や機器について概説する。さらに映像の心理効果や感性との関わりについてとりあげた後に将来を展望し、映像や画像とその扱いに関わる基礎的かつ広範な知識の習得をめざす。
"
デザインの基礎,"DTP、マルチメディア、ホームページ制作などに必要において重要な、グラフィックデザインの定石を説明する。主な内容は、デザインの意義、グラフィックデザインの理念、基本的な形状要素とその扱い方、空間的構成、色彩についての定石、文字の扱い方、写真の取り入れ方、著名なグラフィックデザイナーの作品の研究である。
"
MIDI/DAWオペレーションⅠ,"本講義は、音楽制作において重要なアプリであるDAW(Digital Audio Workstation)の使い方を学ぶ。講義では、Vstiを使用するMIDIのnote dataによる録音と、マイクを使用する音声録音の方法に加えてConsoleによるMIX DOWNを学び、制作課題を実施して音楽的な表現力を評価する。DAWの基本的な操作方法を学習して、音楽制作の初歩的能力が身に付くことを目的とする。本講義にて、録音から始まりMIX DOWNに繋がる音楽制作の流れを理解し、DAWを使用して表現豊かな音楽を創ることを目指す。
"
MIDI/DAWオペレーションⅡ,"本講義は、音楽制作において重要なアプリであるDAW(Digital Audio Workstation)の使い方を学ぶ。講義では、MIDIのCC(Control Change)を使用する様々な音楽表現の方法、DAW上でのEffectorの使い方とオーディオの編集方法を学び、制作課題を実施して高度に音楽的な表現力を評価する。本講義にて、DAWの機能を高度に使いこなし、表現力豊かな音楽制作を可能とする能力の習得を目指す。
"
ITパスポート演習,"本講義は、経済産業省が認定するITパスポート検定試験の対策講座である。座学を中心に解説を行い、実際に自身でもPCにてソフトウェア等を操作する実習により、ビジネスで通用するITスキルの習得を目指す。ITパスポート検定試験は、情報処理技術者試験のなかでも最も基本的な知識を問う国家資格である。そのため本講義では、就職活動などにおいても強みとなるITパスポート検定試験の資格を取得することが目的である。パソコン等のIT機器を使用するにあたって、よりよく使いこなせる為の知識習得を目指す。
"
空間芸術論,"空間と芸術の関係を、それぞれの空間の持つ目的、意味、歴史、用途の観点から考察する。日本と西欧の空間の概念の比較を庭と広場を見ることで学ぶ。西洋で都市空間のための新しいアートが誕生した20世紀初頭のアールヌーボー、アールデコに見られる装飾芸術と建築、現代の都市計画に導入されているパブリックアート、近年注目されるストリートアート、現代の作家による前衛的な空間を使ったアートを国内外の事例を通して考察する。
"
アニメプロデュース論,"本講義は、現代のコンテンツビジネスにおいて、グローバル規模でビジネス展開できているアニメ作品の制作における基本的な知識を習得する講義である。本講義では、主に座学を中心に行い、実際に自身でもプレゼンなどが行うことでアニメ制作に関する知見を深める。本講義の目的は、自身でアニメ作品の制作に関わる資料作りなどを行うことにより、アニメ制作における一連の流れを習得する。本講義では、コンテンツビジネスにおける人材育成を目指す。
"
芸術概論,"本講義は、芸術について多角的な視点から総合的に考察する。テーマは、芸術と経済・宗教・文学・メディア・美術・歴史など。講義は座学形式で行う。本講義では、作品と作者、古典と現代、模倣と創造等、あらゆる芸術における基礎的な視点を身につけ、また、「作品物語」が小説、映画、演劇、アニメ、ゲーム等へ形態を変化させながら翻案（アダプテーション）されていく現象を考えることで、受講生の芸術観（芸術を学ぶこと、享受すること、作ること）を養成することを目標とする。
"
美学,"主に西洋哲学に基づく美学の発達の概略を基本概念を抑えながら学ぶとともに、特に①人類最古の絵画といわれる洞窟絵画を通して、人間の本能にある創造の行為の意味するもの、②写真、映像などの複製技術が文化に与えた影響、③東洋と西洋の美の違い、④知覚と知性による美の発見、をテーマに多様なアートの鑑賞を通して何が芸術か、いかに美が芸術と結びつき、また離れていったのか、社会にとって、そして人間にとっての美の意味と役割について考察する。課題として、受講生各自の最高の美についての評論を書き、プレゼンする。
"
人間と色彩,"人間は多くの情報を視覚によって取り込んでいる。中でも色彩は人間の関わるあらゆる分野で広く利用されており、色のない生活は想像できない。本科目では、まず視覚系の構成や色知覚に関する基礎的特性を解説し、色を感じる仕組みがどのように解明されてきたのかを概説する。続いて、色を表すために工夫されたさまざまな表色系について解説する。さらに、主観的な色の見え方や心理効果など、感性情報としての色彩のはたらきとその応用について説明し、色に関する幅広い基礎的知識の習得をめざす。
"
映画論,"現代の芸術としての映画・映像表現の歴史的な流れと鑑賞方法を修得し、映画がメディア、テクノロジー、社会といかに関わっているかについて理解を深めるとともに、現代に生きる我々の生活のあり方を問い直すきっかけとする。映像資料を元に講義を行い、作品が創り出された背景や社会との関わり、作品が伝えようとしているメッセージについて解説する。
"
著作権法,"急速な情報通信技術の開発と著作物の新しい利用形態に伴い、知的所有権の保護が国内外で大きな関心事となっている。これは、単に文化的側面にとどまらず、産業経済面における国際的な技術戦略としても重要な意味を持つ。この授業では法律系と異なり、法の理論体系や学説に深入りせず、実務例やケースを中心に、著作権全般にかかわる広い視野の中で実際に即した具体的な理解を目指す。
"
情報法制,"従来、情報の発信者はマスメディアで、一般大衆はその受信者であった。ところが、インターネットの普及により、一般大衆が発信者にもなった。それゆえ、一般大衆も情報に関するルールに無関心であることが許されない。そこで、本講義では、憲法・民法・刑法といった様々な法律的視点から、具体的紛争例（裁判例）を用いて、情報とその法制度について概観していく。
"
ディジタル印刷表現,"印刷による情報の表現方法全般について概説したあと、DTPにおけるフォント(書体)の選び方、画像の入れ方、ページの割り付けなど、編集のテクニックについて詳しく説明する。また将来プロの世界で活躍できるように、業界で標準的に使われている編集ソフト(たとえばPagemaker)やファイル形式(Postscript)、印刷製本の工程概要などについても説明する。
"
マーケティングリサーチ,"企業における商品開発では、市場のニーズと他社商品との競合関係を把握し、競争力のある商品のコンセプトを確立することが重要となる。この授業では、多品種が競合する市場を前提として、消費者ニーズと商品間の競合関係を把握するための調査（マーケティングリサーチ）を行うための手法を解説する。また、実際の調査データの収集および解析の演習を通じて得られた結果をプレゼンテーションにより第3者へ伝える方法についても学習する。
"
マルチメディア制作,"初歩的なマルチメディア表現を手軽に体験できる実習を伴った科目である。マルチメディアのキーワードであるインタラクティブ性を理解するために、サウンドの付いたインタラクティブな３次元系ＣＧコンテンツを制作する。マルチメディア表現を体験することを目的とした授業であり、メディアアート作品制作の基本が修得でいる。スマートフォン用のゲームへの展開も可能なUnreal Engine を使って、インタラクティブコンテンツを制作する。
"
ヴィジュアル表現基礎Ⅰ,"植物写生・生物写生を基に、基本的な物の捉え方を研究する。最初は鉛筆デッサンから入り、水彩絵の具による彩色、最終的には伝統的な日本画材料である和紙、墨、岩絵具、箔等を利用して、実際に作画を行う。日本画材料の様々な素材は、それぞれに使用法や効果に特徴があり、それを実際に手にとって使うことにより、他の画材への理解を深めていく。
"
ヴィジュアル表現基礎Ⅱ,"ビジュアル表現基礎Iで修得した日本画材料による表現を、更に習熟させ、より絵画表現として向上するための実技講座である。人体デッサンをもとに、人物表現、さらに自由テーマによる日本画制作を行う。絵画空間における構造、フォルム、色彩の構成、マチエール、筆勢、画材それぞれの効果的使用法、等々について研究していく。
"
認知心理学Ａ,"認知心理学は人間の「ものを知る」機能を探求する学問である。「認知心理学A」では、外界の情報を見たり、聞いたりすること（知覚）、その情報を覚えておくこと（記憶）という、私達が生きていく上での基本になることについて、従来の理論と実験を概説する。この授業は普段何気なく行なっている、知覚や記憶などの日常的な行動の仕組みを理解し、人間行動をより深く理解することを目標とする。
"
認知心理学Ｂ,"認知心理学は人間の「ものを知る」機能を探求する学問である。「認知心理学B」では、文章理解や問題解決、感情の認知など、私たちが日常生活で出会うであろう様々な場面について、認知心理学からの考え方を概説する。普段何気なく行なっている問題解決や感情の認知等の日常的な行動の仕組みを理解することを目標とする。
"
感性音響学,"感性と音（音響、音楽、音声など）の関わりに重きをおいた授業をおこなっていく。音がどのようにして生まれ、伝わり、耳や脳で処理され、聴こえが生じて、感動するのかという各プロセスを学んでいく。そして、身のまわりでおこっている様々な音の現象について考察していく。感性のある技術者、表現者を育成することを目的にコンテンツ制作を見据えた授業をおこなっていく。
"
美術史Ａ（日本）,"日本美術の様式的二大潮流の源である縄文土器と弥生土器から始まり、その後の仏教美術や密教美術、室町時代、桃山時代、そして伊藤若冲らの活躍した江戸の美術から明治・大正・昭和に至るまで、日本美術の通史について基礎的な知識を得て、日本美術の特徴を考える。
"
美術史Ｂ（東洋）,"本講義では、東洋美術から中国絵画を取り上げる。中国絵画は極めて洗練された高度な造形的な価値を持っている。日本絵画とも密接な関係のある中国絵画について秦、漢から清へ時代の流れに沿って、代表的な作品、画家を取り上げつつ、どのようにして生まれてきたか、どのような特徴があるか、それを支えた理念、画論はどのようなものであったかを見ていくこととしたい。現代日本においては中国の伝統的な文化を意識することは少ないが、本講義を契機に中国絵画の素晴らしさを認識してほしい。
"
美術史Ｃ（西洋）,"本講義では、先史時代から18世紀末までの西洋美術の流れを単なる知識の羅列とせず、スライドによる作品鑑賞を通じて深く理解することを目指す。各時代の美術作品を当時の政治・経済・社会・宗教と結びつけて捉え、両者がいかに密接に関連しているか、さらに美術はただ目を楽しませるだけのものではなく、美術作品には必ず意味や用途が隠されていることを理解する。
"
手話表現研究,"社会全体がダイバーシティ、インクルーシヴに向かって急速に開きつつある現代。表現に携わる者はもちろん、社会にある誰もがコミュニケーション方法の一つ一つに深い理解がなくてはならない。この講義では聾者の言葉としての手話に向き合い、手話表現の本質に迫ることを目的とする。本講義は座学形式であるが、実習を伴う形で進められる。
"
音響リテラシー,"本講義では、音楽制作における音響分野についての基礎知識や教養について取り扱い、講義の理解を深めるために実習形式での調査や音楽制作工程の企画立案などを取り入れる。本講義の目的は、音響学についての正しい教養を学習した上で録音やミキシングなどの音楽制作工程に求められる技術についての基本的な知識を習得することである。本講義で目指す成果は、受講者が音楽制作から流通に至るまでの一貫したプロダクションの流れを理解し、それに必要な情報を自身で収集できるようになることである。
"
映像リテラシー,"本講義は、スマートフォンなどの普及に伴い、WEBメディアにおいて必要不可欠となった映像コンテンツの基礎的な知識を学習する科目である。本講義では、従来のテレビ番組などのマスメディアから、現代のデジタル社会において強い影響力を持つYouTube、TikTok、Instagram、X（旧Twitter）などの映像を活用したSNSサービスまで時代と共に幅広く映像にまつわる歴史を学習した上で、映像制作における指示書や絵コンテを自身で制作する実習を行う。本講義の目的は、映像に関する歴史と知識を学習することである。本講義では、映像制作に関する基礎的な知識を習得することを目指す。
"
デジタルツール概論,"社会を支え、日常生活にも深く関わりのあるデジタルなシステムが提供する様々なサービスについて、その基礎的な原理から応用に至るまでを学ぶ。Software as a Serviceに代表される既存のサービスのデジタル化がもたらす業務や表現活動に対する変革を体系的に学ぶ。デジタルコンテンツの制作と関係の深い項目に関しては特に詳しく学習する。
"
プレゼンテーション技法,"Wordで行う文書技法は紙による出力が基本であるが、プレゼンテーションではPowerPointに代表されるスライド作成ツールを用いたプロジェクター表示が基本である。紙による文書表現ではテキスト、グラフィックスしか活用できないがPowerPointを使ったスライドによるプレゼンテーションでは、このほかにサウンド、動画、さらにハイパーリンクによるWeb参照が可能である。この科目ではこれらのメディアを有効に活用したプレゼンテーション技法の具体的な活用について習得する。
"
文書作成演習Ⅰ,"本講義は、大学での課題レポートや論文、社会人としてビジネス上の報告書で必要不可欠となる文書の書き方に関して解説する講座である。本講義では、文書作成で利用するMicrosoft社のWordを活用して演習を実施する。本講義の目的は、文章の書き方を習得することと、Wordにより図表や文献の引用等を行うことで体裁の整った書類を自身で作成することである。本講義では、大学やビジネスで通用する書式を自身で考えて構築できるスキルの習得を目指す。
"
文書作成演習Ⅱ,"本講義は、就職活動と卒業研究に関わる文書の作成に必要となる基本的な形式や論理的な記述について学ぶ。講義では、基本事項の解説後に履歴書・エントリーシート・就職小論文の事例、また分野の異なる学術論文の事例に基づき、各文書の作成に必要な技法や論理的な記述・構成について検討し、作成演習を実施する。文書の作成や読解ができるようになるために、基本的な形式や論理的記述について理解し、文章力・論理的構成力の修得を目的とする。本講義にて、就職活動と卒業研究に関わる文書の作成において、適切な形式や文章表現、論理的記述ができるようになることを目指す。
"
日本音楽史,"本授業は、日本の伝統音楽を歴史的に通観するものである。その歴史はそのまま、その時代に実権を握っていた人々の音楽文化を反映しているのではないか。素朴な芸能であったものが発展し、芸術に高められていく過程とは、雅楽や能楽や三味線音楽など皆同様に、実力者達に支えられて、感覚を更に磨き、新しい趣向を創造して極めていくことなのである。全体の流れを紹介するとともに、江戸中期に誕生する「江戸長唄」について身近な歌舞伎音楽との関係も通じて詳しく探っていく。到達目標としては、日本の伝統音楽の主要なキーワードを修得し、ジャンル分けが出来るようになること。
"
西洋音楽史Ⅰ,"本授業は、クラシック音楽の歴史を通観する科目である。その全編にあたるのが「西洋音楽史Ⅰ」で、4世紀から18世紀にかけての音楽の歴史的アウトラインを辿っていく。歴史と言えば、「人名や年号の暗記が強いられる」イメージが強いかもしれない。しかしここで扱う歴史はその対象ではなく、我々の愛する音楽がどこから来たのか、どのようにして現在の状況が生まれたのかを知るための大切な材料である。到達目標としては、中世からルネサンス、バロック、古典派に至る音楽様式を把握し、各時代の文化的・思想的・社会的背景を理解し、鳴り響きの背後にあるものに眼を向けつつ音楽に対峙できるようになること。
"
西洋音楽史Ⅱ,"本授業は、「西洋音楽史Ⅰ」の続きとして19・20世紀のクラシック音楽の歴史を通観する。まず「音楽の都ウィーン」を拠点とし、19世紀ヨーロッパの社会情勢、市民文化、楽器の改良等の諸事情を捉えることとする。その上で、ヨーロッパの主要音楽都市の国々に眼を向けていく。到達目標としては、19・20世紀の西洋音楽の主な作曲家と作品を網羅的に知り、それらを社会情勢や思潮と関連付けて捉え、学習者の演奏レパートリーがこの時代のものであれば、適切な演奏解釈の手掛かりを見つけられるようになることである。
"
日本演劇史,"本講義では、日本演劇史を古代から現代まで広く俯瞰し、多様性に富む日本の演劇がどこから来て、また今後どこへ向かっていくのかを考える。日本の演劇史を考えることは、日本と日本人の歴史を考えることでもある。演劇史を通して自分なりの歴史認識を持てる様になることが目標である。成果は、受講により今後触れる戯曲作品、および作家に対する理解を深めるきっかけとなること、また日本史への視点の成熟が期待される。
"
西洋演劇史,"本講義では、西洋演劇史のなかで特に重要な時代、地域の演劇を選び、その歴史を学ぶ。西洋演劇の歴史は劇形式の創造と破壊の歴史である。授業では古代ギリシャから現代まで演劇がどのように変化し、社会や人々がその演劇をどのように受容したのか、演劇史の基本を学ぶことを目的とする。また成果としては、その時代を代表する戯曲に触れ、上演を映像で確認し、戯曲のシーンを音読すること等により、西洋演劇史を多角的にとらえることが可能となる。
"
メディア論,"メディアは20世紀以降の大衆文化や技術社会と強く連動しながら発展してきた。21世紀に入り、インターネットやスマートフォンの登場により、メディアが織りなす風景は一変した。メディアの果たすべき使命と役割、その本質と課題、責任。理論と歴史から「今」を学び、未来を考える授業を目指す。
"
Webビジネス研究,"本講義は、現代のコンテンツビジネスにおいて中心となったWEBビジネスについて扱う。本講義では、インターネット黎明期からの歴史や、WEBプラットフォームの開発技術、世界的なWEB企業であるGAFAM（Google、Amazon、Facebook、Apple、Microsoft）などの研究を行う。また実際に自身でもWEBコンテンツを制作の実習を行う。本講義の目的は、WEBにおけるコンテンツビジネスの知識を習得することである。それにより、社会に出た際にWEBビジネスにおいて即戦力なる人材育成を目指す。
"
経営学概論,"本講義は、経営学の基本的な理論を体系的に理解し、企業の経営活動全般について幅広く学ぶ。講義では、経営学の基本的な理論や企業の経営活動について解説した後に、企業経営に関するトピックスや経営学の代表的な理論と実際の経営手法について、ケーススタディやグループ・ディスカッションを実施する。多様化している企業の経営活動や経営課題について理解するために、経営学の基本的な理論や企業の経営活動に関する知識の修得を目的とする。経営学の主要な分野（組織論、戦略論、会計学、マーケティング）の概要や相互の繋がりを理解し、企業価値を向上させる経営活動について説明できるようになることを目指す。
"
音楽著作権,"「著作権」の基礎知識を基に、「音楽著作権」をフィルターにして権利ビジネスの塊とも言える「J-POPのビジネス構造」を解き明かす。作詞者、作曲者、編曲者、音楽出版社、歌手・演奏家、ジャスラック、レコード会社の関係性。又、替え歌、サンプリング、盗作の判断基準について過去の裁判例をもとに解説する。さらに「肖像権」「商品化権」など「３６０度ビジネス」ついて解説する。
"
芸術表現と倫理,"舞台、映画など芸術制作の現場での、表現に関する倫理が世界的に問題となっている。芸術と倫理に関する知識は今後、創作に携わる者全てに必要とされる。本講義は全米最大の認定団体I D C認定のインティマシー・ダイレクター資格取得者である講師により、アメリカの制作現場で、芸術制作側と表現者の間に立ち、高い芸術性を保ちつつ、表現の倫理を守る役割の「インティマシー・ダイレクター」の活動について学び、「芸術と倫理」について議論する。また今後の日本における創作活動と倫理について展望する。講義は座学形式で実施する。
"
エンタテインメント企業研究,"現代の知識経済時代における日本経済の成長戦略には、起業家活動＝アントレプレナーシップが重要な役割を果たすと考えられる。起業家精神に触れることで、起業活動全体に対する理解を深める。これは、新たな市場や産業を生み出すうえで必要不可欠である。本講座では、起業についての基本的な仕組み、内容を学び、実務上の知識を実践できるようにする。また、エンタメ企業を中心としたビジネスモデルについても学ぶ。
"
文書デザイン技法,"紙面デザインとレイアウトを施し、可読性、可視性を高めた文書表現をWordを使って習得する。チラシ、ポスター、ビジネス文書(レポート）などの文書デザインをフォント、カラー、行間、図や票の挿入などを活用し、具体的に作成することで、実務的な文書作成とそのデザインについて実践的に学ぶ。
"
Webデザイン基礎,"HTML5とCSS3を活用したレスポンシブWebデザイン手法を習得する。スマートフォン、パソコンの双方でのユーザビリティを確認しながらの作業を行い、サーバーへのwebデータをアップロードすることにより、実践的なWebページの作り方を体験しながら学んでゆく。
"
エンタテインメントビジネス概論,"エンタテインメント・ビジネス全体を俯瞰し、各業界の繋がりとビジネスモデルを理解することを目標とする。エンタメビジネスにはどのような職種があり、どのような業務を行い、どのような繋がりがあるのか、そして、それぞれのビジネスモデルはどのようなものかを、レコード会社やプロダクション、テレビ・ラジオ局等のメディア、ＣＭ業界や広告代理店、コンサートプロモーターやイベンター、映画やアニメの配給・制作、著作権管理団体や音楽出版等々の具体例を取り上げながら業界全体を紐解き、そこで必要となる能力や武器とは何かを考察していく。
"
エンタテインメント企画概論,"エンタテインメント・ビジネスに携わりたい人においては重要となる「物事の考え方」「事象の捉え方」「ヒントをアイデアに変える」スキルを身に付けておくことは必須である。また、エンタメ以外の業種においても有用な「企画力」「発想力」を身に付けることはセルフプロモーションにも繋がり、社会人としての幅が広がる。本講義では「企画力」「発想力」そして「持続力」を養うことを目的とし演習的な作業も加える。音楽を中心とし、映画、演劇などエンタメ全体を複合的に取り上げる。
"
ポップカルチャー研究,"本講義は、エンタメ業界における有力コンテンツを研究する講義である。また現代のポップカルチャーにおいて、主流となったサブカルチャーにおいても、その歴史とコンテンツの在り方などを学ぶ。本講義では、主に座学を中心に解説を行う。本講義の目的は、ポップカルチャーとサブカルチャーを研究することで今後のコンテンツビジネスの未来を創造することである。本講義では、エンタメビジネスにおける基礎的な知識を習得することを目指す。
"
マネジメント心理学,"音楽業界におけるアーティストマネージメントの心理学とは？それは心を探り、人を支える学問と言えるだろう。音楽業界はさまざまなテクノロジーの進化によって、目覚ましい発展を遂げ、音楽の伝え方、聴き方、音楽ビジネスの形態まで多様化複雑化してきた。しかしながら音楽の感動を創り出すアーティストは人であり、マネージメントするスタッフも人であり、その「心」が作品を生み出しているのである。この講義では、音楽業界の課題に取り組み、その「心」を探り、感動を生むメカニズムの心理を学んでいく。
"
ビジネス著作権,"これまで「著作権」は専門家の知識領域であったがネットの急速な普及に伴い、著作権の知識がなければ誰もが著作権の「被害者」または「加害者」となる時代となっている。また、音楽業界のプロモーションも従来型の雑誌・電波媒体、タイアップ等から、SNSなどのソーシャルメディアへ移行しつつあり、そこでも「ネット社会の正しい著作権の知識」がなければ宣伝行為が円滑に行えない。そこで、「ビジネス著作権検定」という資格取得を目指して広く音楽以外の著作権までの正しい知識を取得し、音楽業界への入り口に誘導する。
"
アート・マネジメント研究Ａ,"一般的にアート・マネジメントは美術、音楽、演劇などの作家と交渉し、その芸術作品の展示、コンサート、パフォーマンスに向けて、広報、運営、バックアップ企業との交渉などまで総合的にマネージする立場を言うが、SDGsが提唱される現代においては、国や自治体との連携によって、社会包摂に向け、アートを効果的に取り込む方法をアドバイスする立場にも活動の域を広げている。博物館学をはじめ、芸術に関する幅広い知識を有する者、また実際に制作やパフォーマンス体験のある者などがこの分野に注目し、その活動はにわかに活気を帯びてきている。この講義では、アート・マネジメントについて実例をもとに解説していく。また今後の社会に、どの様な形で芸術を生かしていけるかについて議論しながら、各自のアート・マネジメントに関するビジョンを形成する。
"
アート・マネジメント研究Ｂ,"様々な国、地域におけるアート・マネジメントの実例について考察し、実際に自分の住む地域の文化行政についてどのような提言が行えるかを考える。また、行政機関が設置しているアーツカウンシルの活動や国の文化行政が行なっている社会調査について学び、企業のコンテンツビジネスにおけるコンプライアンス、クロスメディア、映像ビジネスなど、アート・マネジメントの実例についても考察する。
"
インターネットメディア研究,"本講義は、IoT、AI、Society5.0など、現代の社会において必要不可欠となったインターネットメディアやデジタル空間に関する技術を学ぶ講義である。本講義では、インターネットメディアや、デジタル空間における歴史や技術などを中心に解説を行い、日本政府が提唱する未来社会の科学技術などに対しても理解を深める。本講義の目的は、来たるべき未来に向けた次世代の社会を創造することである。また、それにより今後のインターネット人材の育成を目指す。
"
音楽応用論,"本講義は、現代社会において音楽が活用されている事例や、今後の音楽の在り方を研究する講義である。本講義では、エンターテイメント業界に留まらず、商業施設、医療、産業など飯場広く社会における音楽の活用事例や、それらを利用する上で必要な著作権に関わる法律の基礎に関して解説する。本講義の目的は、音楽に関する幅広い知識を習得することである。本講義では、現代社会における音楽の在り方を想像できる法的リテラシーの高い人材の育成を目指す。
"
ポピュラー音楽史,"本授業では、ジャズが衰退し、ロックンロールが誕生した時代からビートルズ、ブリティッシュロック、ソウル、パンク、ビジュアル、ヒップホップまで、主要アーチストの活躍を把握しつつ、21世紀に生きる我々がどのような音楽を開拓すべきなのかを探る。BBC制作の「20世紀ポップロック大全集」を参考映像に、補足説明を行い、新しい音楽の誕生には歴史的な事件や機材の発達が密接に関係していたことを学ぶ。キーワードとして、エレクトリック・フォーク、ポップソウルとR&B、サイケデリック・ロック、パンクムーブメント、ディスコ、ラップ等を扱う。
"
日本芸能史,"本授業では、日本独自の概念である「芸能（音楽、舞踊、演劇、演芸などの総称）」について学ぶ。古代から現代に至る日本の芸能はその種目も多く、世界的にも稀に見る多様性を持つ。映像や音源を活用しながら日本の音楽、舞踊、演劇の諸相を探求していく。キーワードとして、雅楽、能・狂言、歌舞伎、人形劇（浄瑠璃）、箏・尺八・三味線、洋楽の受容、浅草オペラ・宝塚歌劇、歌謡曲、新劇・映画の果たした役割、ラジオ・テレビによる芸能の変容と時系列的に確認していく中で、それぞれの意義を理解する。
"
諸民族の音楽,"本授業は、世界の諸民族はすべて独自の音楽文化を持っていることから、「民族音楽」という特定の音楽は存在せず、逆説的には「すべての音楽は何らかの意味で民族音楽である」という見地に立ち、西洋クラシックやポピュラー音楽も本来は深い関係を持つ、世界の様々な音楽を概観する授業である。「ケルト音楽からフラメンコまで」「ハンガリー、ブルガリア、ギリシャの音楽と楽器」「トルコ、アラビア、ペルシャの音楽と楽器」「インドを中心とする音楽と楽器」「東南アジアの音楽に共通する構造と楽器」「ジャワのガムラン」「日中韓の音楽と楽器」「オセアニアの音楽と楽器」等々のテーマを順を追って学びながら自らのアイデンティティーを確立していく。
"
